;tamanho_arranjo;rodada;min;max;chave;presente;metodo;comparacoes;tempo;posicao;cenario
216;100000;65;159;9999537;4481342.0;False;Por saltos;458.0;0.00013317699995241128;;Aleatório
217;100000;65;159;9999537;4481342.0;False;Binária;17.0;1.743300026646466e-05;;Aleatório
218;100000;66;159;9999537;9779753.0;False;Sequencial;100000.0;0.02452667299985478;;Aleatório
219;100000;66;159;9999537;9779753.0;False;Por saltos;626.0;0.00021242399998300243;;Aleatório
220;100000;66;159;9999537;9779753.0;False;Binária;16.0;1.5809000160516007e-05;;Aleatório
221;100000;67;159;9999537;7089917.0;False;Sequencial;100000.0;0.026694364999912068;;Aleatório
222;100000;67;159;9999537;7089917.0;False;Por saltos;540.0;0.00021552099997279583;;Aleatório
223;100000;67;159;9999537;7089917.0;False;Binária;17.0;1.6571999822190264e-05;;Aleatório
224;100000;68;159;9999537;4656769.0;True;Sequencial;46512.0;0.019487774000026548;46511.0;Aleatório
225;100000;68;159;9999537;4656769.0;True;Por saltos;207.0;0.00015824000001884997;46511.0;Aleatório
226;100000;68;159;9999537;4656769.0;True;Binária;16.0;2.362200029892847e-05;46511.0;Aleatório
227;100000;69;159;9999537;4622848.0;True;Sequencial;46208.0;0.018989949000115303;46207.0;Aleatório
228;100000;69;159;9999537;4622848.0;True;Por saltos;218.0;0.0001502009999967413;46207.0;Aleatório
229;100000;69;159;9999537;4622848.0;True;Binária;14.0;2.0466000023589004e-05;46207.0;Aleatório
230;100000;70;159;9999537;337040.0;False;Sequencial;100000.0;0.03792062599995916;;Aleatório
231;100000;70;159;9999537;337040.0;False;Por saltos;327.0;0.00012533600011011004;;Aleatório
232;100000;70;159;9999537;337040.0;False;Binária;17.0;2.56680000347842e-05;;Aleatório
233;100000;71;159;9999537;5286879.0;False;Sequencial;100000.0;0.03756408800018107;;Aleatório
234;100000;71;159;9999537;5286879.0;False;Por saltos;483.0;0.00026823400003195275;;Aleatório
235;100000;71;159;9999537;5286879.0;False;Binária;16.0;2.5751000066520646e-05;;Aleatório
236;100000;72;159;9999537;249619.0;True;Sequencial;2529.0;0.004602992999934941;2528.0;Aleatório
237;100000;72;159;9999537;249619.0;True;Por saltos;324.0;8.33590002002893e-05;2528.0;Aleatório
238;100000;72;159;9999537;249619.0;True;Binária;16.0;1.3246999969851458e-05;2528.0;Aleatório
239;100000;73;159;9999537;9281540.0;True;Sequencial;92747.0;0.03637768999988111;92746.0;Aleatório
240;100000;73;159;9999537;9281540.0;True;Por saltos;452.0;0.00031775599973116186;92746.0;Aleatório
241;100000;73;159;9999537;9281540.0;True;Binária;12.0;1.9729999621631578e-05;92746.0;Aleatório
242;100000;74;159;9999537;517848.0;True;Sequencial;5199.0;0.004616470000200934;5198.0;Aleatório
243;100000;74;159;9999537;517848.0;True;Por saltos;159.0;7.288100005098386e-05;5198.0;Aleatório
244;100000;74;159;9999537;517848.0;True;Binária;16.0;1.6214999959629495e-05;5198.0;Aleatório
245;100000;75;159;9999537;9687010.0;False;Sequencial;100000.0;0.03734378500030289;;Aleatório
246;100000;75;159;9999537;9687010.0;False;Por saltos;623.0;0.00039647099993089796;;Aleatório
247;100000;75;159;9999537;9687010.0;False;Binária;17.0;2.4111000129778404e-05;;Aleatório
248;100000;76;159;9999537;9523389.0;True;Sequencial;95146.0;0.03570545799993852;95145.0;Aleatório
249;100000;76;159;9999537;9523389.0;True;Por saltos;331.0;0.0002844079999704263;95145.0;Aleatório
250;100000;76;159;9999537;9523389.0;True;Binária;14.0;2.3036999664327595e-05;95145.0;Aleatório
251;100000;77;159;9999537;4320632.0;False;Sequencial;100000.0;0.039830130000154895;;Aleatório
252;100000;77;159;9999537;4320632.0;False;Por saltos;453.0;0.00023178399987955345;;Aleatório
253;100000;77;159;9999537;4320632.0;False;Binária;17.0;2.6245000299240928e-05;;Aleatório
254;100000;78;159;9999537;1515030.0;True;Sequencial;15151.0;0.008285516999876563;15150.0;Aleatório
255;100000;78;159;9999537;1515030.0;True;Por saltos;346.0;0.00012657999968723743;15150.0;Aleatório
256;100000;78;159;9999537;1515030.0;True;Binária;15.0;1.7316000139544485e-05;15150.0;Aleatório
257;100000;79;159;9999537;6014069.0;False;Sequencial;100000.0;0.03994046400021034;;Aleatório
258;100000;79;159;9999537;6014069.0;False;Por saltos;506.0;0.00023947499994392274;;Aleatório
259;100000;79;159;9999537;6014069.0;False;Binária;17.0;2.1908999769948423e-05;;Aleatório
260;100000;80;159;9999537;2494972.0;True;Sequencial;25100.0;0.01091695900004197;25099.0;Aleatório
261;100000;80;159;9999537;2494972.0;True;Por saltos;215.0;0.0001213590003317222;25099.0;Aleatório
262;100000;80;159;9999537;2494972.0;True;Binária;15.0;1.896499998110812e-05;25099.0;Aleatório
263;100000;81;159;9999537;3319815.0;True;Sequencial;33344.0;0.013796756999909121;33343.0;Aleatório
264;100000;81;159;9999537;3319815.0;True;Por saltos;269.0;0.00015768600042065373;33343.0;Aleatório
265;100000;81;159;9999537;3319815.0;True;Binária;15.0;1.8404999991616933e-05;33343.0;Aleatório
266;100000;82;159;9999537;2914833.0;True;Sequencial;29299.0;0.010907316000157152;29298.0;Aleatório
267;100000;82;159;9999537;2914833.0;True;Por saltos;319.0;0.00014231899967853678;29298.0;Aleatório
268;100000;82;159;9999537;2914833.0;True;Binária;15.0;1.7473999832873233e-05;29298.0;Aleatório
269;100000;83;159;9999537;1568969.0;False;Sequencial;100000.0;0.037841972000023816;;Aleatório
270;100000;83;159;9999537;1568969.0;False;Por saltos;366.0;0.000150035999922693;;Aleatório
271;100000;83;159;9999537;1568969.0;False;Binária;17.0;2.5864999770419672e-05;;Aleatório
272;100000;84;159;9999537;6179907.0;False;Sequencial;100000.0;0.03649815199969453;;Aleatório
